"HHID","parcelID","plotID","PID","female","cropID","a4aq7","a5aq8","yield","lnvalue","lnarea","year"
1043000601,1,1,104300060102,1,741,0.25,0,0,0,0.22314355131421,2011
1043000601,1,2,104300060102,1,630,0.25,0,0,0,0.22314355131421,2011
1043000601,1,3,104300060102,1,130,0.25,40000,160000,10.5966597327836,0.22314355131421,2011
1043000601,1,4,104300060102,1,210,0.25,0,0,0,0.22314355131421,2011
1043000604,1,1,104300060401,1,741,0.25,0,0,0,0.22314355131421,2011
1043000604,1,1,104300060401,1,810,0.25,0,0,0,0.22314355131421,2011
1043000604,1,1,104300060401,1,320,0.25,0,0,0,0.22314355131421,2011
1043000604,2,2,104300060401,1,130,0.25,0,0,0,0.22314355131421,2011
1043000604,2,2,104300060401,1,741,0.25,0,0,0,0.22314355131421,2011
1043000604,3,3,104300060401,1,130,0.25,0,0,0,0.22314355131421,2011
1043000604,3,3,104300060401,1,210,0.25,0,0,0,0.22314355131421,2011
1043000604,3,3,104300060401,1,744,0.25,0,0,0,0.22314355131421,2011
1043000604,3,4,104300060401,1,620,0.25,0,0,0,0.22314355131421,2011
1043000607,1,1,104300060701,1,741,1,0,0,0,0.693147180559945,2011
1043000607,1,1,104300060701,1,620,1,0,0,0,0.693147180559945,2011
1043000607,1,1,104300060701,1,130,1,0,0,0,0.693147180559945,2011
1043000607,1,1,104300060701,1,210,1,0,0,0,0.693147180559945,2011
1043000804,1,1,104300080402,1,210,0.25,0,0,0,0.22314355131421,2011
1043000804,1,1,104300080402,1,130,0.25,0,0,0,0.22314355131421,2011
1043000804,1,2,104300080402,1,741,0.75,0,0,0,0.559615787935423,2011
1043000804,1,2,104300080402,1,810,0.75,20000,26666.6666666667,9.90353755128617,0.559615787935423,2011
1043000804,1,3,104300080402,1,620,0.25,0,0,0,0.22314355131421,2011
1043000804,1,4,104300080402,1,630,0.25,0,0,0,0.22314355131421,2011
1043000805,1,1,104300080501,0,741,1,0,0,0,0.693147180559945,2011
1043000805,1,1,104300080501,0,620,1,70000,70000,11.1562648066437,0.693147180559945,2011
1043000805,1,1,104300080501,0,810,1,45000,45000,10.7144399907278,0.693147180559945,2011
1043000805,1,1,104300080501,0,630,1,50000,50000,10.8197982842103,0.693147180559945,2011
1043000805,1,1,104300080501,0,742,1,0,0,0,0.693147180559945,2011
1043000810,1,1,104300081001,0,741,2.59999990463257,0,0,0,1.28093381897111,2011
1043000810,1,1,104300081001,0,630,2.59999990463257,0,0,0,1.28093381897111,2011
1043000810,1,1,104300081001,0,210,2.59999990463257,0,0,0,1.28093381897111,2011
1043000810,1,1,104300081001,0,130,2.59999990463257,0,0,0,1.28093381897111,2011
1043000810,1,1,104300081001,0,750,2.59999990463257,0,0,0,1.28093381897111,2011
1043000810,1,1,104300081001,0,890,2.59999990463257,0,0,0,1.28093381897111,2011
1043000811,1,1,104300081101,0,741,0.300000011920929,0,0,0,0.262364273637436,2011
1043000811,1,1,104300081101,0,810,0.300000011920929,0,0,0,0.262364273637436,2011
1051000110,1,1,105100011002,1,741,0.200000002980232,0,0,0,0.182321559277481,2011
1051000110,1,1,105100011002,1,210,0.200000002980232,0,0,0,0.182321559277481,2011
1051000110,1,2,105100011002,1,620,0.0500000007450581,0,0,0,0.0487901648790111,2011
1053000402,1,1,105300040201,1,741,0.779999971389771,0,0,0,0.576613348230831,2011
1053000402,1,1,105300040201,1,210,0.779999971389771,0,0,0,0.576613348230831,2011
1053000402,1,1,105300040201,1,130,0.779999971389771,0,0,0,0.576613348230831,2011
1053000402,1,1,105300040201,1,630,0.779999971389771,0,0,0,0.576613348230831,2011
1053000403,1,1,105300040301,0,741,2.79999995231628,0,0,0,1.33500105418399,2011
1053000403,1,1,105300040301,0,810,2.79999995231628,20000,7142.85726449929,9.90353755128617,1.33500105418399,2011
1053000403,1,2,105300040301,0,210,2.20000004768372,0,0,0,1.16315082470684,2011
1053000403,1,2,105300040301,0,630,2.20000004768372,0,0,0,1.16315082470684,2011
1053000403,1,2,105300040301,0,130,2.20000004768372,0,0,0,1.16315082470684,2011
1053000403,1,2,105300040301,0,450,2.20000004768372,0,0,0,1.16315082470684,2011
1053000404,1,1,105300040401,1,741,0.699999988079071,0,0,0,0.530628244049859,2011
1053000404,1,1,105300040401,1,810,0.699999988079071,60000,85714.2871739913,11.002116507732,0.530628244049859,2011
1053000404,2,2,105300040401,1,630,0.400000005960464,0,0,0,0.336472240878687,2011
1053000404,2,2,105300040401,1,210,0.400000005960464,0,0,0,0.336472240878687,2011
1053000404,2,2,105300040401,1,130,0.400000005960464,0,0,0,0.336472240878687,2011
1053000404,2,3,105300040401,1,620,0.600000023841858,0,0,0,0.470003644146897,2011
1053000404,2,3,105300040401,1,310,0.600000023841858,0,0,0,0.470003644146897,2011
1053000407,1,2,105300040702,1,810,0.5,0,0,0,0.405465108108164,2011
1053000409,1,1,105300040903,1,741,3,0,0,0,1.38629436111989,2011
1053000409,1,1,105300040903,1,620,3,0,0,0,1.38629436111989,2011
1053000409,1,1,105300040903,1,130,3,0,0,0,1.38629436111989,2011
1053000409,1,1,105300040903,1,210,3,80000,26666.6666666667,11.2897944135779,1.38629436111989,2011
1053000409,1,1,105300040903,1,810,3,330000,110000,12.7068509637411,1.38629436111989,2011
1053000801,1,1,105300080101,0,741,2.5,0,0,0,1.25276296849537,2011
1053000801,1,1,105300080101,0,630,2.5,0,0,0,1.25276296849537,2011
1053000801,1,1,105300080101,0,210,2.5,0,0,0,1.25276296849537,2011
1053000801,1,2,105300080101,0,620,2,0,0,0,1.09861228866811,2011
1053000801,1,2,105300080101,0,310,2,0,0,0,1.09861228866811,2011
1053000804,1,1,105300080401,1,741,1,0,0,0,0.693147180559945,2011
1053000804,1,1,105300080401,1,744,1,21000,21000,9.95232533461943,0.693147180559945,2011
1053000804,1,1,105300080401,1,810,1,56000,56000,10.9331248267007,0.693147180559945,2011
1053000804,1,2,105300080401,1,210,0.5,32000,64000,10.3735224312936,0.405465108108164,2011
1053000804,1,2,105300080401,1,130,0.5,0,0,0,0.405465108108164,2011
1053000804,1,2,105300080401,1,630,0.5,0,0,0,0.405465108108164,2011
1053000804,2,3,105300080401,1,130,0.5,20000,40000,9.90353755128617,0.405465108108164,2011
1053000805,1,1,105300080502,1,741,0.200000002980232,0,0,0,0.182321559277481,2011
1053000805,1,1,105300080502,1,630,0.200000002980232,0,0,0,0.182321559277481,2011
1053000805,1,1,105300080502,1,210,0.200000002980232,0,0,0,0.182321559277481,2011
1053000805,1,2,105300080502,1,620,0.400000005960464,0,0,0,0.336472240878687,2011
1053000805,1,2,105300080502,1,310,0.400000005960464,0,0,0,0.336472240878687,2011
1053000805,1,2,105300080502,1,130,0.400000005960464,0,0,0,0.336472240878687,2011
1053000805,2,3,105300080502,1,741,0.25,0,0,0,0.22314355131421,2011
1053000805,3,4,105300080502,1,630,0.5,0,0,0,0.405465108108164,2011
1053000806,1,1,105300080602,1,741,1,0,0,0,0.693147180559945,2011
1053000806,1,1,105300080602,1,742,1,8000,8000,8.98732181285012,0.693147180559945,2011
1053000806,1,1,105300080602,1,630,1,0,0,0,0.693147180559945,2011
1053000806,1,1,105300080602,1,810,1,135000,135000,11.8130374648005,0.693147180559945,2011
1053000806,1,2,105300080602,1,620,0.125,0,0,0,0.117783035656383,2011
1053000806,1,3,105300080602,1,210,0.5,0,0,0,0.405465108108164,2011
1053000806,1,3,105300080602,1,130,0.5,0,0,0,0.405465108108164,2011
1053000806,1,4,105300080602,1,310,0.125,0,0,0,0.117783035656383,2011
1053000807,1,1,105300080701,1,741,1,0,0,0,0.693147180559945,2011
1053000807,1,2,105300080701,1,810,1,100000,100000,11.5129354649202,0.693147180559945,2011
1053000807,1,3,105300080701,1,630,0.5,0,0,0,0.405465108108164,2011
1053000807,1,3,105300080701,1,210,0.5,0,0,0,0.405465108108164,2011
1053000807,1,4,105300080701,1,130,0.5,0,0,0,0.405465108108164,2011
1053000807,1,5,105300080701,1,890,1,0,0,0,0.693147180559945,2011
1053000809,1,1,105300080901,1,620,2.5,0,0,0,1.25276296849537,2011
1053000809,1,1,105300080901,1,630,2.5,80000,32000,11.2897944135779,1.25276296849537,2011
1053000809,1,1,105300080901,1,510,2.5,15000,6000,9.61587214452889,1.25276296849537,2011
1053000809,2,2,105300080901,1,810,2,30000,15000,10.3089859934221,1.09861228866811,2011
1053000809,2,2,105300080901,1,741,2,90000,45000,11.4075760603618,1.09861228866811,2011
1053000809,2,2,105300080901,1,210,2,0,0,0,1.09861228866811,2011
1053001202,1,1,105300120201,0,210,0.125,0,0,0,0.117783035656383,2011
1053001202,1,2,105300120201,0,620,0.125,0,0,0,0.117783035656383,2011
1053001202,1,3,105300120201,0,630,0.125,0,0,0,0.117783035656383,2011
1053001202,1,4,105300120201,0,640,0.125,0,0,0,0.117783035656383,2011
1053001202,2,5,105300120201,0,610,0.125,0,0,0,0.117783035656383,2011
1053001202,2,6,105300120201,0,741,0.375,0,0,0,0.318453731118535,2011
1053001202,2,6,105300120201,0,410,0.375,0,0,0,0.318453731118535,2011
1053001203,1,1,105300120301,1,741,1.5,216000,144000,12.2830383162852,0.916290731874155,2011
1053001203,1,1,105300120301,1,210,1.5,0,0,0,0.916290731874155,2011
1053001203,1,1,105300120301,1,130,1.5,0,0,0,0.916290731874155,2011
1053001206,1,1,105300120602,1,210,0.25,0,0,0,0.22314355131421,2011
1053001206,1,1,105300120602,1,130,0.25,0,0,0,0.22314355131421,2011
1053001206,1,2,105300120602,1,310,0.125,0,0,0,0.117783035656383,2011
1053001206,1,2,105300120602,1,130,0.125,0,0,0,0.117783035656383,2011
1053001206,1,2,105300120602,1,630,0.125,0,0,0,0.117783035656383,2011
1053001206,1,3,105300120602,1,741,0.5,0,0,0,0.405465108108164,2011
1053001206,1,4,105300120602,1,810,0.5,400000,800000,12.899222326087,0.405465108108164,2011
1053001206,1,5,105300120602,1,620,0.125,0,0,0,0.117783035656383,2011
1053001207,1,1,105300120701,0,741,0.280000001192093,40000,142857.142248932,10.5966597327836,0.246860078862848,2011
1053001207,1,1,105300120701,0,810,0.280000001192093,80000,285714.284497864,11.2897944135779,0.246860078862848,2011
1053001208,1,1,105300120801,0,741,0.800000011920929,0,0,0,0.587786671524857,2011
1053001208,1,1,105300120801,0,210,0.800000011920929,60000,74999.9988824129,11.002116507732,0.587786671524857,2011
1053001208,1,1,105300120801,0,130,0.800000011920929,0,0,0,0.587786671524857,2011
1053001208,1,1,105300120801,0,630,0.800000011920929,0,0,0,0.587786671524857,2011
1053001208,1,1,105300120801,0,620,0.800000011920929,0,0,0,0.587786671524857,2011
1053001503,1,2,105300150302,1,310,0.200000002980232,0,0,0,0.182321559277481,2011
1053001507,1,1,105300150701,0,741,2.59999990463257,318000,122307.696793912,12.6698098064115,1.28093381897111,2011
1053001507,2,2,105300150702,1,210,0.400000005960464,0,0,0,0.336472240878687,2011
1053001507,2,2,105300150702,1,130,0.400000005960464,0,0,0,0.336472240878687,2011
1053001507,2,2,105300150702,1,630,0.400000005960464,0,0,0,0.336472240878687,2011
1053001508,1,1,105300150801,0,741,1,300000,300000,12.6115410869661,0.693147180559945,2011
1053001508,1,1,105300150801,0,630,1,0,0,0,0.693147180559945,2011
1053001508,2,2,105300150801,0,741,1,600000,600000,13.3046866008636,0.693147180559945,2011
1053001508,2,2,105300150801,0,210,1,0,0,0,0.693147180559945,2011
1053001508,2,2,105300150801,0,130,1,0,0,0,0.693147180559945,2011
1053001508,3,3,105300150801,0,741,0.5,0,0,0,0.405465108108164,2011
1053001508,3,4,105300150801,0,620,0.25,0,0,0,0.22314355131421,2011
1053001508,4,6,105300150801,0,210,0.75,0,0,0,0.559615787935423,2011
1053001508,4,6,105300150801,0,630,0.75,0,0,0,0.559615787935423,2011
1053001510,1,1,105300151002,1,741,4,5040000,1260000,15.4329168384602,1.6094379124341,2011
1053001510,1,2,105300151001,0,210,0.349999994039536,40000,114285.716231988,10.5966597327836,0.30010458803518,2011
1053001510,1,2,105300151001,0,130,0.349999994039536,0,0,0,0.30010458803518,2011
1053001510,1,3,105300151002,1,620,0.150000005960464,0,0,0,0.139761947558171,2011
1053001510,1,4,105300151001,0,810,0.5,0,0,0,0.405465108108164,2011
1053001512,1,1,105300151201,0,741,2,870000,435000,13.6762496400554,1.09861228866811,2011
1053001512,2,2,105300151201,0,741,0.125,144000,1152000,11.8775755229785,0.117783035656383,2011
1053001512,2,2,105300151201,0,130,0.125,6000,48000,8.69968140098951,0.117783035656383,2011
1053001513,1,1,105300151301,1,210,0.150000005960464,0,0,0,0.139761947558171,2011
1053001513,1,1,105300151301,1,130,0.150000005960464,0,0,0,0.139761947558171,2011
1053001513,1,1,105300151301,1,310,0.150000005960464,12000,79999.996821086,9.39274525863144,0.139761947558171,2011
1053001513,2,2,105300151301,1,630,0.25,0,0,0,0.22314355131421,2011
1053001513,2,2,105300151301,1,210,0.25,0,0,0,0.22314355131421,2011
1053001513,2,2,105300151301,1,130,0.25,0,0,0,0.22314355131421,2011
1053001513,1,3,105300151301,1,222,0.100000001490116,0,0,0,0.0953101811589757,2011
1053001902,1,1,105300190201,1,741,0.600000023841858,0,0,0,0.470003644146897,2011
1053001902,1,1,105300190201,1,630,0.600000023841858,0,0,0,0.470003644146897,2011
1053001903,1,1,105300190302,1,210,0.75,20000,26666.6666666667,9.90353755128617,0.559615787935423,2011
1053001903,1,1,105300190302,1,130,0.75,0,0,0,0.559615787935423,2011
1053001903,1,1,105300190302,1,630,0.75,0,0,0,0.559615787935423,2011
1053001903,3,2,105300190302,1,741,1,0,0,0,0.693147180559945,2011
1053001903,3,2,105300190302,1,744,1,0,0,0,0.693147180559945,2011
1053001903,3,2,105300190302,1,760,1,0,0,0,0.693147180559945,2011
1053001903,3,2,105300190302,1,710,1,0,0,0,0.693147180559945,2011
1053001903,3,3,105300190302,1,810,0.5,65000,130000,11.0821579333748,0.405465108108164,2011
1053001903,3,3,105300190302,1,741,0.5,0,0,0,0.405465108108164,2011
1053001903,3,4,105300190302,1,210,1,60000,60000,11.002116507732,0.693147180559945,2011
1053001903,3,4,105300190302,1,130,1,0,0,0,0.693147180559945,2011
1053001903,3,4,105300190302,1,630,1,0,0,0,0.693147180559945,2011
1053001903,1,5,105300190302,1,620,0.25,0,0,0,0.22314355131421,2011
1053001904,1,1,105300190401,1,741,1,1420000,1420000,14.1661681338025,0.693147180559945,2011
1053001904,1,2,105300190401,1,130,0.25,400000,1600000,12.899222326087,0.22314355131421,2011
1053001904,1,3,105300190401,1,310,0.25,150000,600000,11.9183972397228,0.22314355131421,2011
1053001904,1,4,105300190401,1,210,0.25,0,0,0,0.22314355131421,2011
1053001904,1,5,105300190401,1,610,0.25,336000,1344000,12.7248694151314,0.22314355131421,2011
1053001904,2,7,105300190401,1,810,0.5,11200,22400,9.32375833901174,0.405465108108164,2011
1053001904,2,7,105300190401,1,130,0.5,210000,420000,12.254867571593,0.405465108108164,2011
1053001905,1,1,105300190501,1,741,0.5,30000,60000,10.3089859934221,0.405465108108164,2011
1053001905,1,1,105300190501,1,210,0.5,0,0,0,0.405465108108164,2011
1053001905,1,1,105300190501,1,744,0.5,21000,42000,9.95232533461943,0.405465108108164,2011
1053001906,1,1,105300190601,1,741,1.5,240000,160000,12.3883983689821,0.916290731874155,2011
1053001906,2,2,105300190601,1,210,1,84000,84000,11.3385839825165,0.693147180559945,2011
1053001906,2,2,105300190601,1,130,1,0,0,0,0.693147180559945,2011
1053001907,1,1,105300190701,0,210,2,0,0,0,1.09861228866811,2011
1053001907,1,1,105300190701,0,741,2,120000,60000,11.6952553550628,1.09861228866811,2011
1053001907,1,2,105300190701,0,630,0.5,0,0,0,0.405465108108164,2011
1053001907,2,3,105300190701,0,130,2,600000,300000,13.3046866008636,1.09861228866811,2011
1053001909,1,1,105300190901,1,741,1,0,0,0,0.693147180559945,2011
1053001909,2,2,105300190901,1,130,0.699999988079071,0,0,0,0.530628244049859,2011
1053001909,2,2,105300190901,1,630,0.699999988079071,0,0,0,0.530628244049859,2011
1053001909,2,2,105300190901,1,210,0.699999988079071,0,0,0,0.530628244049859,2011
1053002302,1,1,105300230202,1,130,0.5,0,0,0,0.405465108108164,2011
1053002302,1,1,105300230202,1,210,0.5,0,0,0,0.405465108108164,2011
1053002302,1,1,105300230202,1,630,0.5,0,0,0,0.405465108108164,2011
1053002302,2,2,105300230202,1,130,0.5,0,0,0,0.405465108108164,2011
1053002302,2,2,105300230202,1,210,0.5,0,0,0,0.405465108108164,2011
1053002302,2,2,105300230202,1,630,0.5,0,0,0,0.405465108108164,2011
1053002302,2,3,105300230202,1,620,1,0,0,0,0.693147180559945,2011
1053002303,1,1,105300230302,1,741,0.25,0,0,0,0.22314355131421,2011
1053002303,1,1,105300230302,1,810,0.25,10000,40000,9.21044036697652,0.22314355131421,2011
1053002303,2,3,105300230301,0,210,0.25,0,0,0,0.22314355131421,2011
1053002303,2,3,105300230301,0,741,0.25,0,0,0,0.22314355131421,2011
1053002303,3,5,105300230301,0,210,0.5,0,0,0,0.405465108108164,2011
1053002306,1,1,105300230603,1,210,0.5,0,0,0,0.405465108108164,2011
