"HHID","parcelID","pltid","PID","female","cropID","s4aq07","s5aq08_1","yield","lnvalue","lnarea"
"00f1eb71d428408f888b058a8e8664fe",1,3,1,0,210,0.82,0,0,0,0.598836501088704
"00f1eb71d428408f888b058a8e8664fe",1,3,1,0,630,0.82,250000,304878.048780488,12.4292201968364,0.598836501088704
"00f1eb71d428408f888b058a8e8664fe",1,4,1,0,810,5.9,1200000,203389.830508475,13.9978329480912,1.93152141160321
"01c6b5639280472aa1dbfea2b7c10c24",1,0,1,1,741,1.5,300000,200000,12.6115410869661,0.916290731874155
"01c6b5639280472aa1dbfea2b7c10c24",1,0,1,1,742,1.5,36000,24000,10.4913019948302,0.916290731874155
"01c6b5639280472aa1dbfea2b7c10c24",1,1,1,1,210,0.5,0,0,0,0.405465108108164
"021babeee5f646108cbe9bb3b2a4c485",1,3,2,1,620,0.13,0,0,0,0.122217632724249
"024a80a27283471e857285cf751564ae",1,1,1,1,210,1,0,0,0,0.693147180559945
"024a80a27283471e857285cf751564ae",1,1,1,1,741,1,0,0,0,0.693147180559945
"024a80a27283471e857285cf751564ae",1,2,1,1,310,0.25,0,0,0,0.22314355131421
"031fbb84e2af4d5e889ccc7492ecbf55",1,3,1,0,630,0.18,0,0,0,0.165514438477573
"03292ce0d7f24e42801500e576140648",0,1,1,1,210,0.5,0,0,0,0.405465108108164
"034f0004fa7a4a25b4aacdb196177f2b",1,0,2,1,130,1,0,0,0,0.693147180559945
"034f0004fa7a4a25b4aacdb196177f2b",1,0,2,1,210,1,0,0,0,0.693147180559945
"034f0004fa7a4a25b4aacdb196177f2b",1,1,2,1,310,1,0,0,0,0.693147180559945
"034f0004fa7a4a25b4aacdb196177f2b",1,2,2,1,141,0.5,0,0,0,0.405465108108164
"037866653c7c4cb99a80f05a38cdafb2",2,3,1,0,130,0.75,0,0,0,0.559615787935423
"037866653c7c4cb99a80f05a38cdafb2",2,3,1,0,210,0.75,0,0,0,0.559615787935423
"037866653c7c4cb99a80f05a38cdafb2",2,4,1,0,620,0.25,0,0,0,0.22314355131421
"038bf67186f048d1966a17475bedd578",1,0,2,1,141,0.5,0,0,0,0.405465108108164
"038bf67186f048d1966a17475bedd578",1,2,2,1,210,0.3,0,0,0,0.262364264467491
"038bf67186f048d1966a17475bedd578",1,3,2,1,150,0.4,0,0,0,0.336472236621213
"038bf67186f048d1966a17475bedd578",2,2,2,1,310,0.3,0,0,0,0.262364264467491
"03d4f5f6631747878b76ad399fb2b80c",1,1,2,1,620,0.25,0,0,0,0.22314355131421
"03f862af923942ad9f37fa65f52a8f3d",1,1,1,1,130,0.25,40000,160000,10.5966597327836,0.22314355131421
"03f862af923942ad9f37fa65f52a8f3d",1,1,1,1,150,0.25,0,0,0,0.22314355131421
"03f862af923942ad9f37fa65f52a8f3d",1,1,1,1,741,0.25,22000,88000,9.99884318585288,0.22314355131421
"03f862af923942ad9f37fa65f52a8f3d",2,1,1,1,630,0.3,24000,80000,10.0858507751287,0.262364264467491
"03f862af923942ad9f37fa65f52a8f3d",4,1,1,1,210,0.75,0,0,0,0.559615787935423
"04077875a3894775bb24f2f42e7adc67",0,1,1,1,210,2,0,0,0,1.09861228866811
"04077875a3894775bb24f2f42e7adc67",0,1,1,1,640,2,0,0,0,1.09861228866811
"04077875a3894775bb24f2f42e7adc67",0,1,1,1,741,2,0,0,0,1.09861228866811
"04077875a3894775bb24f2f42e7adc67",1,1,1,1,620,0.1,0,0,0,0.0953101798043249
"04077875a3894775bb24f2f42e7adc67",1,2,1,1,141,0.5,0,0,0,0.405465108108164
"04077875a3894775bb24f2f42e7adc67",2,1,1,1,141,0.25,0,0,0,0.22314355131421
"0418981cf19046bd930dbbfe8af3c1c4",1,1,2,1,130,1.5,200000,133333.333333333,12.2060776455177,0.916290731874155
"0418981cf19046bd930dbbfe8af3c1c4",1,1,2,1,210,1.5,180000,120000,12.1007176854125,0.916290731874155
"0418981cf19046bd930dbbfe8af3c1c4",1,2,2,1,620,0.5,840000,1680000,13.641158361295,0.405465108108164
"044525d42e7547cb844fa01062ed908c",1,1,1,1,630,0.35,0,0,0,0.300104592450338
"044525d42e7547cb844fa01062ed908c",2,1,1,1,330,1.5,600000,400000,13.3046866008636,0.916290731874155
"044fe31f64084ca4bb3d0474820c95ff",1,2,1,1,620,0.5,0,0,0,0.405465108108164
"044fe31f64084ca4bb3d0474820c95ff",1,2,1,1,630,0.5,0,0,0,0.405465108108164
"0475d96d540e42f48e10f7e052c18533",1,1,1,1,741,0.3,0,0,0,0.262364264467491
"0475d96d540e42f48e10f7e052c18533",2,1,1,1,130,0.5,0,0,0,0.405465108108164
"0475d96d540e42f48e10f7e052c18533",2,1,1,1,210,0.5,0,0,0,0.405465108108164
"0475d96d540e42f48e10f7e052c18533",2,2,1,1,310,0.25,0,0,0,0.22314355131421
"04adcf9e96a14cc2879a6d47da1a2ae9",1,2,2,1,130,0.3,0,0,0,0.262364264467491
"04beb1f67d72438a95bbd2da5ae9bc56",2,1,2,1,130,2,0,0,0,1.09861228866811
"04beb1f67d72438a95bbd2da5ae9bc56",2,2,2,1,620,0.5,150000,300000,11.9183972397228,0.405465108108164
"04fbfbe14e064de88046b1bd162fb008",1,0,2,0,741,1,300000,300000,12.6115410869661,0.693147180559945
"04fbfbe14e064de88046b1bd162fb008",2,0,2,0,741,0.25,100000,400000,11.5129354649202,0.22314355131421
"04fbfbe14e064de88046b1bd162fb008",4,1,2,0,741,0.65,1200000,1846153.84615385,13.9978329480912,0.500775287912489
"053050b9f02d468dabfb5515b9f97be6",1,0,1,1,630,2.5,180000,72000,12.1007176854125,1.25276296849537
"053050b9f02d468dabfb5515b9f97be6",2,0,1,1,320,2,488000,244000,13.0980727340135,1.09861228866811
"053050b9f02d468dabfb5515b9f97be6",3,0,1,1,340,1.5,0,0,0,0.916290731874155
"053050b9f02d468dabfb5515b9f97be6",4,0,1,1,130,1,126000,126000,11.7440451224101,0.693147180559945
"057fc24f426f48fca061898d6efa4f49",1,1,6,1,620,0.75,0,0,0,0.559615787935423
"057fc24f426f48fca061898d6efa4f49",1,2,6,1,130,0.25,2000,8000,7.60140233458373,0.22314355131421
"0667b6f1adac439db81e063ceead3b03",1,1,2,1,210,0.25,0,0,0,0.22314355131421
"0667b6f1adac439db81e063ceead3b03",3,1,1,0,510,0.25,40000,160000,10.5966597327836,0.22314355131421
"0667b6f1adac439db81e063ceead3b03",5,1,2,1,741,0.2,0,0,0,0.182321556793955
"06d940520a174c5c843dd683f49c2f95",1,0,1,1,630,0.44,0,0,0,0.364643113587909
"06d940520a174c5c843dd683f49c2f95",1,1,1,1,150,0.5,60000,120000,11.002116507732,0.405465108108164
"06d940520a174c5c843dd683f49c2f95",1,2,1,1,130,0.23,36000,156521.739130435,10.4913019948302,0.207014169384326
"06d940520a174c5c843dd683f49c2f95",2,0,1,1,150,0.66,45000,68181.8181818182,10.7144399907278,0.506817602368452
"0700ac37276743c3a73536d56c21b04e",2,1,2,1,130,1.7,30000,17647.0588235294,10.3089859934221,0.993251773010283
"0700ac37276743c3a73536d56c21b04e",3,1,2,1,210,2,0,0,0,1.09861228866811
"0731c33c39714e7a8fe032a4c6840fc5",1,1,2,1,210,2.5,0,0,0,1.25276296849537
"0731c33c39714e7a8fe032a4c6840fc5",1,1,2,1,741,2.5,1000000,400000,13.8155115579638,1.25276296849537
"0731c33c39714e7a8fe032a4c6840fc5",1,1,2,1,742,2.5,120000,48000,11.6952553550628,1.25276296849537
"0795321942c34174a89d745e644df105",1,3,1,1,150,0.5,0,0,0,0.405465108108164
"0795321942c34174a89d745e644df105",1,4,1,1,120,0.25,0,0,0,0.22314355131421
"0795321942c34174a89d745e644df105",1,5,1,1,630,0.37,88000,237837.837837838,11.3851034570321,0.314810739840034
"07c445ca0f284db081b29aa91ee7988e",1,1,1,1,130,1,0,0,0,0.693147180559945
"08211a3e91eb4227bb201b44001ea21b",1,1,2,1,141,0.5,50000,100000,10.8197982842103,0.405465108108164
"087401704b5c4990995dc6b7af8a6b0a",1,2,2,1,630,0.25,0,0,0,0.22314355131421
"08a88de2ed7b46648366085ed5bef13b",1,1,1,1,130,2,50000,25000,10.8197982842103,1.09861228866811
"08f3d91754ba4911865d5913f19172fc",1,1,2,1,630,0.33,60000,181818.181818182,11.002116507732,0.285178942233662
"08f99cd6418241cda1841d6a644074f9",1,0,1,1,130,0.2,20000,100000,9.90353755128617,0.182321556793955
"08f99cd6418241cda1841d6a644074f9",2,0,1,1,130,1,25000,25000,10.1266711030504,0.693147180559945
"08f99cd6418241cda1841d6a644074f9",2,0,1,1,210,1,20000,20000,9.90353755128617,0.693147180559945
"09296489a3b04339968d856b0b9e44d9",1,1,1,1,210,0.25,0,0,0,0.22314355131421
"09296489a3b04339968d856b0b9e44d9",1,1,1,1,741,0.25,55000,220000,10.9151066458675,0.22314355131421
"09296489a3b04339968d856b0b9e44d9",2,1,1,1,741,0.58,65000,112068.965517241,11.0821579333748,0.457424847038875
"09296489a3b04339968d856b0b9e44d9",3,1,2,0,130,0.5,60000,120000,11.002116507732,0.405465108108164
"09296489a3b04339968d856b0b9e44d9",5,1,1,1,741,0.45,60000,133333.333333333,11.002116507732,0.371563556432483
"098efabf1d9245b6bb031ca40ce7e36c",1,0,1,1,741,1.25,1440000,1152000,14.1801543659964,0.810930216216329
"098efabf1d9245b6bb031ca40ce7e36c",1,0,1,1,744,1.25,600000,480000,13.3046866008636,0.810930216216329
"098efabf1d9245b6bb031ca40ce7e36c",2,0,1,1,210,1.5,0,0,0,0.916290731874155
"098efabf1d9245b6bb031ca40ce7e36c",2,0,1,1,741,1.5,960000,640000,13.7746896051101,0.916290731874155
"098efabf1d9245b6bb031ca40ce7e36c",2,1,1,1,210,1,240000,240000,12.3883983689821,0.693147180559945
"098efabf1d9245b6bb031ca40ce7e36c",2,2,1,1,620,0.5,480000,960000,13.0815434662152,0.405465108108164
"098efabf1d9245b6bb031ca40ce7e36c",2,3,1,1,610,0.75,72000,96000,11.1844352867906,0.559615787935423
"098efabf1d9245b6bb031ca40ce7e36c",2,4,1,1,440,0.25,260000,1040000,12.4684407561441,0.22314355131421
"09c865966539496a8242c1018e90ef5f",1,0,1,0,741,1.5,600000,400000,13.3046866008636,0.916290731874155
"0a049c02fa2046ebbd60a6af568aabae",1,1,1,1,210,0.5,37000,74000,10.5187002182882,0.405465108108164
"0a396d4827b24ea099971029d14bd817",1,1,1,0,741,0.5,0,0,0,0.405465108108164
"0a396d4827b24ea099971029d14bd817",1,3,1,0,130,0.25,0,0,0,0.22314355131421
"0a3fa4ae17e5425780754137a4e60987",2,2,1,0,741,1.5,1400000,933333.333333333,14.1519835088709,0.916290731874155
"0ac58cb4e81e452daa6d87169534e762",1,1,1,1,330,0.63,84800,134603.174603175,11.3480626141633,0.488580014818671
"0ac58cb4e81e452daa6d87169534e762",1,2,1,1,320,0.46,230000,500000,12.345838935722,0.378436435720245
"0ac58cb4e81e452daa6d87169534e762",1,3,2,1,210,1.26,0,0,0,0.815364813284194
"0acb15747a494855adae111b05ec1af2",1,1,1,0,210,0.5,100000,200000,11.5129354649202,0.405465108108164
"0acb15747a494855adae111b05ec1af2",1,1,1,0,741,0.5,0,0,0,0.405465108108164
"0acb15747a494855adae111b05ec1af2",2,1,1,0,130,1.23,0,0,0,0.802001585472027
"0acb15747a494855adae111b05ec1af2",2,1,1,0,741,1.23,90000,73170.7317073171,11.4075760603618,0.802001585472027
"0acb15747a494855adae111b05ec1af2",2,1,1,0,810,1.23,280000,227642.276422764,12.5425484535736,0.802001585472027
"0acb15747a494855adae111b05ec1af2",3,1,1,0,741,0.5,0,0,0,0.405465108108164
"0acb15747a494855adae111b05ec1af2",3,1,1,0,810,0.5,40000,80000,10.5966597327836,0.405465108108164
"0b195170755f4768ac89c0dc1d08645a",1,1,1,1,210,0.23,0,0,0,0.207014169384326
"0b195170755f4768ac89c0dc1d08645a",1,2,1,1,310,0.15,0,0,0,0.139761942375159
"0b1dda6c9bc74ad6b7b18d9de2497355",1,1,1,1,130,0.2,30000,150000,10.3089859934221,0.182321556793955
"0b1dda6c9bc74ad6b7b18d9de2497355",1,1,1,1,210,0.2,20000,100000,9.90353755128617,0.182321556793955
"0b1dda6c9bc74ad6b7b18d9de2497355",1,1,1,1,310,0.2,0,0,0,0.182321556793955
"0b1dda6c9bc74ad6b7b18d9de2497355",2,1,1,1,130,1,70000,70000,11.1562648066437,0.693147180559945
"0b5e2febcfa54a2aa9c1369db7b62f76",1,1,1,1,741,0.25,24000,96000,10.0858507751287,0.22314355131421
"0b5e2febcfa54a2aa9c1369db7b62f76",4,1,1,1,210,0.25,0,0,0,0.22314355131421
"0c3e9a0e660a4ec8a84320ec2aee7f95",1,0,1,1,130,0.25,0,0,0,0.22314355131421
"0c3e9a0e660a4ec8a84320ec2aee7f95",1,0,1,1,210,0.25,0,0,0,0.22314355131421
"0c7ed7713a3b4c80ab675ecc093d0a2a",3,1,2,1,630,0.16,0,0,0,0.148420005118273
"0dd53d87ea84437b9f5a26b992f3d396",1,2,2,0,120,0.25,450000,1800000,13.0170050839663,0.22314355131421
"0dd53d87ea84437b9f5a26b992f3d396",1,3,2,0,620,0.15,0,0,0,0.139761942375159
"0dd53d87ea84437b9f5a26b992f3d396",2,1,2,0,741,2,300000,150000,12.6115410869661,1.09861228866811
"0e22abe9b0524c3f81a1babba4b3a651",0,1,1,1,210,1,0,0,0,0.693147180559945
"0e22abe9b0524c3f81a1babba4b3a651",0,1,1,1,741,1,100000,100000,11.5129354649202,0.693147180559945
"0e22abe9b0524c3f81a1babba4b3a651",0,2,1,1,141,0.25,0,0,0,0.22314355131421
"0e22abe9b0524c3f81a1babba4b3a651",0,3,1,1,620,0.1,0,0,0,0.0953101798043249
"0e22abe9b0524c3f81a1babba4b3a651",0,4,1,1,610,0.25,80000,320000,11.2897944135779,0.22314355131421
"0e6bbfd7a7ff407ba8c19c68b4614a43",3,0,1,0,741,1.5,0,0,0,0.916290731874155
"0e6bbfd7a7ff407ba8c19c68b4614a43",3,0,1,0,810,1.5,300000,200000,12.6115410869661,0.916290731874155
"0eacd048e8244b7bb60a9ef372d37bd4",1,2,1,0,221,3.5,0,0,0,1.50407739677627
"0ead3d9097d14f19afae3f37ed3fa95e",1,0,2,0,741,0.1,40000,400000,10.5966597327836,0.0953101798043249
"0ead3d9097d14f19afae3f37ed3fa95e",1,0,2,0,810,0.1,34200,342000,10.4400101623893,0.0953101798043249
"0eb527381cfb4f258ee6a1ad0862d96b",2,1,2,1,620,0.4,50000,125000,10.8197982842103,0.336472236621213
"0eb527381cfb4f258ee6a1ad0862d96b",3,1,2,1,620,0.2,0,0,0,0.182321556793955
"0ef4563b33504453b6221a3e597f4ac1",3,1,6,0,650,1,0,0,0,0.693147180559945
"0ef4563b33504453b6221a3e597f4ac1",3,1,6,0,741,1,0,0,0,0.693147180559945
"0f3a4301801440ada74bb46498bddedb",1,0,1,1,130,0.5,0,0,0,0.405465108108164
"0f3a4301801440ada74bb46498bddedb",1,0,1,1,210,0.5,0,0,0,0.405465108108164
"0f3a4301801440ada74bb46498bddedb",2,0,1,1,130,0.5,0,0,0,0.405465108108164
"0f3a4301801440ada74bb46498bddedb",2,0,1,1,741,0.5,0,0,0,0.405465108108164
"0f667b218c504918a233aac6e8ee5bda",1,1,2,1,620,0.6,0,0,0,0.470003629245736
"0f667b218c504918a233aac6e8ee5bda",1,2,2,1,630,1,0,0,0,0.693147180559945
"0f667b218c504918a233aac6e8ee5bda",1,4,1,0,810,0.1,210000,2100000,12.254867571593,0.0953101798043249
"0f667b218c504918a233aac6e8ee5bda",2,1,2,1,210,0.5,204000,408000,12.2258801747751,0.405465108108164
"0f667b218c504918a233aac6e8ee5bda",2,2,2,1,130,0.3,0,0,0,0.262364264467491
"0f667b218c504918a233aac6e8ee5bda",2,3,2,1,741,0.1,0,0,0,0.0953101798043249
"0f667b218c504918a233aac6e8ee5bda",3,1,2,1,741,0.5,0,0,0,0.405465108108164
"0fc2473477df48789bebde3b8239f2c4",2,1,1,1,130,1,500000,500000,13.1223653774023,0.693147180559945
"10c39a24e0784c66897740bdbc426cc8",1,1,1,1,310,0.25,0,0,0,0.22314355131421
"10c39a24e0784c66897740bdbc426cc8",3,1,1,1,130,0.07,0,0,0,0.0676586484738149
"10c39a24e0784c66897740bdbc426cc8",3,1,1,1,210,0.07,0,0,0,0.0676586484738149
"10c74627258044b8a3441bd75e51c277",2,1,1,1,210,0.25,0,0,0,0.22314355131421
"110f81c0d9254505838dcaf2497d130a",1,1,1,0,130,2.04,30000,14705.8823529412,10.3089859934221,1.11185751541813
"110f81c0d9254505838dcaf2497d130a",1,1,1,0,150,2.04,0,0,0,1.11185751541813
"110f81c0d9254505838dcaf2497d130a",2,1,1,0,150,4,90000,22500,11.4075760603618,1.6094379124341
"118e5671a1e0437baebdd563bf3e43df",1,0,1,1,630,2,0,0,0,1.09861228866811
"11fa0219f3c04dc69816ce8f2784a912",2,0,1,1,130,0.75,120000,160000,11.6952553550628,0.559615787935423
"11fa0219f3c04dc69816ce8f2784a912",3,1,1,1,130,2,0,0,0,1.09861228866811
"11fa0219f3c04dc69816ce8f2784a912",3,1,1,1,210,2,0,0,0,1.09861228866811
"12a4d25d94ea436285c294aef2a8dba5",1,1,1,0,130,0.25,0,0,0,0.22314355131421
"12a4d25d94ea436285c294aef2a8dba5",1,1,1,0,210,0.25,0,0,0,0.22314355131421
"12a4d25d94ea436285c294aef2a8dba5",1,2,1,0,741,0.25,0,0,0,0.22314355131421
"12a4d25d94ea436285c294aef2a8dba5",1,3,1,0,620,0.25,0,0,0,0.22314355131421
"12a4d25d94ea436285c294aef2a8dba5",1,4,1,0,310,0.25,0,0,0,0.22314355131421
"12a8632b753f40c6959744f160ade8ff",1,1,1,0,130,0.4,100000,250000,11.5129354649202,0.336472236621213
"12a8632b753f40c6959744f160ade8ff",1,2,1,0,210,0.4,140000,350000,11.8494048444231,0.336472236621213
"12a8632b753f40c6959744f160ade8ff",2,2,1,0,130,0.4,290000,725000,12.5776396502326,0.336472236621213
"12ea98f53d374c2ab9476c087af2913e",2,2,2,1,141,1,0,0,0,0.693147180559945
"131fdb31a30649e792542baee928cee3",2,1,6,1,210,0.25,0,0,0,0.22314355131421
"1335c4b914e64b079a15b82332bc3a62",2,1,2,1,310,0.2,0,0,0,0.182321556793955
"1335c4b914e64b079a15b82332bc3a62",3,1,2,1,620,0.3,0,0,0,0.262364264467491
"1335c4b914e64b079a15b82332bc3a62",3,2,2,1,130,0.4,0,0,0,0.336472236621213
"1335c4b914e64b079a15b82332bc3a62",3,2,2,1,210,0.4,0,0,0,0.336472236621213
"137047ed72be45cbbe79528e9a8febcf",1,1,1,1,130,0.25,0,0,0,0.22314355131421
"137047ed72be45cbbe79528e9a8febcf",1,1,1,1,210,0.25,0,0,0,0.22314355131421
"13c8dabea0a14e74b5409df736d0c6fc",1,1,7,1,630,0.62,0,0,0,0.482426149244293
"141911dad9474c8d879f53c8bfd6edee",1,0,1,1,130,0.25,0,0,0,0.22314355131421
"141911dad9474c8d879f53c8bfd6edee",1,0,1,1,210,0.25,0,0,0,0.22314355131421
"141911dad9474c8d879f53c8bfd6edee",1,0,1,1,741,0.25,0,0,0,0.22314355131421
"141911dad9474c8d879f53c8bfd6edee",1,1,1,1,141,0.25,0,0,0,0.22314355131421
"141911dad9474c8d879f53c8bfd6edee",1,2,1,1,620,0.25,0,0,0,0.22314355131421
"141911dad9474c8d879f53c8bfd6edee",1,2,1,1,630,0.25,0,0,0,0.22314355131421
"1553987122bb403eac103947ccf14569",2,1,1,1,210,0.33,0,0,0,0.285178942233662
"156df40d4f9c476c80ebbb625b8d60ec",1,1,2,1,130,0.5,0,0,0,0.405465108108164
"156df40d4f9c476c80ebbb625b8d60ec",1,1,2,1,210,0.5,50000,100000,10.8197982842103,0.405465108108164
"156df40d4f9c476c80ebbb625b8d60ec",1,3,2,1,620,0.5,0,0,0,0.405465108108164
"156df40d4f9c476c80ebbb625b8d60ec",3,1,1,0,130,1.5,160000,106666.666666667,11.9829353441964,0.916290731874155
"15765778f2514e5db3c9fa6bb742cd00",1,1,2,1,150,1,0,0,0,0.693147180559945
"158f0ced0e9a41aa975d268a4c9b98a0",2,1,1,1,340,0.4,10000,25000,9.21044036697652,0.336472236621213
"15d2c6fc84e440a2b5aafd69093157f2",2,1,2,1,210,1,144000,144000,11.8775755229785,0.693147180559945
"15d2c6fc84e440a2b5aafd69093157f2",2,2,2,1,130,0.5,0,0,0,0.405465108108164
"15d2c6fc84e440a2b5aafd69093157f2",3,1,2,1,340,1,196000,196000,12.1858750402405,0.693147180559945
"162c504b1fed4a5b9848882e7752940a",1,1,1,1,210,1.58,0,0,0,0.947789398933526
"162c504b1fed4a5b9848882e7752940a",1,1,1,1,741,1.58,210000,132911.392405063,12.254867571593,0.947789398933526
"162c504b1fed4a5b9848882e7752940a",2,1,1,1,210,1.25,0,0,0,0.810930216216329
"162c504b1fed4a5b9848882e7752940a",2,1,1,1,741,1.25,126000,100800,11.7440451224101,0.810930216216329
"162c504b1fed4a5b9848882e7752940a",3,1,1,1,210,2.5,0,0,0,1.25276296849537
"162c504b1fed4a5b9848882e7752940a",3,1,1,1,741,2.5,168000,67200,12.0317252107486,1.25276296849537
"162c7da3721a4b318a125f5be123aa6e",1,1,3,1,741,0.25,0,0,0,0.22314355131421
"164f59280b494e09a7618a255a2334c1",1,1,1,0,700,0.2,80000,400000,11.2897944135779,0.182321556793955
"164f59280b494e09a7618a255a2334c1",2,1,1,0,150,1.5,150000,100000,11.9183972397228,0.916290731874155
"16686bb795b54d2191e8f9df39d31e71",1,1,1,0,741,1,0,0,0,0.693147180559945
"16686bb795b54d2191e8f9df39d31e71",1,1,1,0,810,1,280000,280000,12.5425484535736,0.693147180559945
"16686bb795b54d2191e8f9df39d31e71",1,2,1,0,130,0.5,0,0,0,0.405465108108164
"16686bb795b54d2191e8f9df39d31e71",1,2,1,0,210,0.5,0,0,0,0.405465108108164
"16686bb795b54d2191e8f9df39d31e71",1,3,1,0,620,0.2,0,0,0,0.182321556793955
"16686bb795b54d2191e8f9df39d31e71",1,4,1,0,630,0.2,0,0,0,0.182321556793955
"16b2d34dfa854a44b17e4a2a1fe1dcbb",2,1,1,0,630,0.5,0,0,0,0.405465108108164
"16c86a16fed44b30a54b6076f4f4f6c9",2,1,1,1,210,0.5,60000,120000,11.002116507732,0.405465108108164
"174d7bce575c45bbae624af39a4e3f2c",1,1,2,1,210,0.5,0,0,0,0.405465108108164
"174d7bce575c45bbae624af39a4e3f2c",1,1,2,1,741,0.5,0,0,0,0.405465108108164
"174d7bce575c45bbae624af39a4e3f2c",1,2,2,1,630,0.5,0,0,0,0.405465108108164
"1768619d23c9442697014eeb7964388a",1,1,1,1,130,0.8,0,0,0,0.587786664902119
"1768619d23c9442697014eeb7964388a",1,1,1,1,630,0.8,0,0,0,0.587786664902119
"1768619d23c9442697014eeb7964388a",1,2,1,1,130,0.25,0,0,0,0.22314355131421
"1768619d23c9442697014eeb7964388a",1,3,1,1,630,0.38,36000,94736.8421052632,10.4913019948302,0.322083499169113
"1768619d23c9442697014eeb7964388a",2,1,1,1,210,0.38,0,0,0,0.322083499169113
"1768619d23c9442697014eeb7964388a",3,1,1,1,530,0.25,260000,1040000,12.4684407561441,0.22314355131421
"1768619d23c9442697014eeb7964388a",3,2,1,1,130,0.25,0,0,0,0.22314355131421
"1776b63bada845109ea54547ac3216d1",3,0,2,1,130,1,200000,200000,12.2060776455177,0.693147180559945
"1776b63bada845109ea54547ac3216d1",3,0,2,1,210,1,230000,230000,12.345838935722,0.693147180559945
"1776b63bada845109ea54547ac3216d1",4,0,2,1,130,1,50000,50000,10.8197982842103,0.693147180559945
"1776b63bada845109ea54547ac3216d1",4,0,2,1,210,1,0,0,0,0.693147180559945
"178cc701f007453aa380b10c4fa065a5",1,1,2,1,620,0.25,15000,60000,9.61587214452889,0.22314355131421
"178cc701f007453aa380b10c4fa065a5",1,2,2,1,340,1.5,120000,80000,11.6952553550628,0.916290731874155
"178ff51df3c54803bb149cb31659e262",1,1,1,1,130,0.5,0,0,0,0.405465108108164
"178ff51df3c54803bb149cb31659e262",1,1,1,1,210,0.5,0,0,0,0.405465108108164
"178ff51df3c54803bb149cb31659e262",2,1,1,1,130,0.5,0,0,0,0.405465108108164
"178ff51df3c54803bb149cb31659e262",2,1,1,1,210,0.5,0,0,0,0.405465108108164
"17c17bf8cc054454a67df0e8837d3cdc",1,1,1,1,620,0.25,0,0,0,0.22314355131421
"17c17bf8cc054454a67df0e8837d3cdc",1,1,1,1,810,0.25,8000,32000,8.98732181285012,0.22314355131421
"17f8b87f9b8f4438bf729c2dea6df75d",1,1,1,1,223,0.5,0,0,0,0.405465108108164
"17f8b87f9b8f4438bf729c2dea6df75d",2,1,1,1,630,0.5,84000,168000,11.3385839825165,0.405465108108164
"1822e5b54b08413d8730290994784e8b",1,1,2,1,210,0.5,0,0,0,0.405465108108164
"1822e5b54b08413d8730290994784e8b",1,1,2,1,741,0.5,0,0,0,0.405465108108164
"1822e5b54b08413d8730290994784e8b",2,1,2,1,130,1,282000,282000,12.5496658960133,0.693147180559945
"1822e5b54b08413d8730290994784e8b",3,1,2,1,130,1.5,0,0,0,0.916290731874155
"1822e5b54b08413d8730290994784e8b",3,1,2,1,810,1.5,200000,133333.333333333,12.2060776455177,0.916290731874155
"18419b46a04f4771a998a61279eb3ae1",1,1,2,1,610,0.2,0,0,0,0.182321556793955
